City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,inirida,3.8653,-67.9239,34.96,42,100,1.7,CO,1709754439
364,kyabe,9.4515,18.9449,32.51,9,93,2.56,TD,1709754439
365,mont-dore,-22.2833,166.5833,27.78,99,100,4.13,NC,1709754439
366,lata,40.1629,-8.3327,12.73,74,100,2.39,PT,1709754439
367,zintan,31.9223,12.252,12.14,59,100,2.88,LY,1709754440
368,nar'yan-mar,67.6713,53.087,-4.94,95,100,5.36,RU,1709754440
369,touros,-5.1989,-35.4608,27.85,77,100,4.5,BR,1709754149
370,rohru,31.2167,77.75,5.42,67,63,1.6,IN,1709754442
371,kolonia town,6.964,158.206,28.0,74,100,3.09,FM,1709754442
372,hassi messaoud,31.6804,6.0729,18.92,32,0,2.06,DZ,1709754442
373,inarajan village,13.2736,144.7484,26.08,89,52,6.52,GU,1709754442
374,paulden,34.8856,-112.4682,16.42,33,95,2.68,US,1709754443
375,holualoa,19.6228,-155.9522,22.91,79,100,2.06,US,1709754443
376,naxos,37.1056,25.3764,14.61,75,1,0.89,GR,1709754443
377,luwingu,-10.2621,29.9271,17.91,96,91,1.29,ZM,1709754444
378,el granada,37.5027,-122.4694,16.04,84,40,2.57,US,1709754222
379,fortuna,40.5982,-124.1573,10.52,96,100,4.12,US,1709754098
380,brevard,28.292,-80.7492,29.03,72,75,5.66,US,1709754444
381,naze,28.3667,129.4833,14.51,64,100,7.56,JP,1709754445
382,international falls,48.6011,-93.411,3.1,55,100,4.12,US,1709754445
383,kibale,0.8,31.0667,17.95,82,0,1.69,UG,1709754445
384,kulhudhuffushi,6.6221,73.07,27.97,70,3,4.78,MV,1709754445
385,cabedelo,-6.9811,-34.8339,30.37,78,100,4.1,BR,1709754446
386,tungao,8.7772,125.5719,21.34,97,100,0.86,PH,1709754446
387,rudbar,30.15,62.6,13.8,49,0,3.61,AF,1709754446
388,fraserburgh,57.6874,-2.0184,5.24,84,47,8.1,GB,1709754447
389,khash,28.2211,61.2158,10.27,54,0,1.57,IR,1709754447
390,mutare,-18.9707,32.6709,22.15,67,99,2.64,ZW,1709754447
391,sitia,35.2,26.0986,14.99,69,0,5.62,GR,1709754448
392,riviere-du-loup,47.8304,-69.5342,7.15,39,92,3.09,CA,1709754448
393,coquimbo,-29.9533,-71.3436,18.85,82,100,4.63,CL,1709754448
394,ouadda,8.0777,22.4007,24.94,11,93,2.45,CF,1709754448
395,nabire,-3.3667,135.4833,24.81,93,92,0.82,ID,1709754449
396,plouzane,48.3833,-4.6167,9.18,90,0,4.12,FR,1709754449
397,caleta olivia,-46.4393,-67.5281,19.74,26,1,3.61,AR,1709754449
398,chibougamau,49.9168,-74.3659,-2.21,46,20,4.63,CA,1709754449
399,carbonear,47.7332,-53.2148,5.97,97,100,4.47,CA,1709754450
400,cidreira,-30.1811,-50.2056,22.7,62,13,4.02,BR,1709754206
401,la ronge,55.1001,-105.2842,-15.86,66,75,2.06,CA,1709754450
402,fada n'gourma,12.0622,0.3578,33.77,8,96,2.84,BF,1709754450
403,zaigrayevo,51.8336,108.2703,-18.25,99,49,0.89,RU,1709754450
404,tamalous,36.8376,6.6402,10.34,83,1,1.64,DZ,1709754451
405,natal,-5.795,-35.2094,31.36,84,75,7.2,BR,1709754451
406,itamaraca,-7.7478,-34.8256,30.03,72,39,3.15,BR,1709754451
407,alesund,62.4723,6.1549,4.86,86,0,1.54,NO,1709754451
408,bolgar,54.95,49.0667,-16.42,97,29,2.1,RU,1709754452
409,celaya,20.5167,-100.8167,27.64,10,33,4.01,MX,1709754452
410,yaren,-0.5472,166.916,27.98,81,100,4.81,NR,1709754452
411,salinopolis,-0.6136,-47.3561,28.5,77,97,4.6,BR,1709754452
412,tofol,5.3248,163.0078,28.09,76,98,9.36,FM,1709754453
413,uchiza,-8.4592,-76.4633,27.34,81,100,1.07,PE,1709754453
414,smirnykh,49.75,142.8333,-18.94,98,37,2.04,RU,1709754453
415,santa cecilia,-26.9608,-50.4269,16.7,93,100,1.85,BR,1709754230
416,saldanha,-33.0117,17.9442,18.03,77,97,3.35,ZA,1709754454
417,pukchil-lodongjagu,40.2019,125.7483,-2.21,58,12,0.88,KP,1709754454
418,lorengau,-2.0226,147.2712,27.34,85,93,1.42,PG,1709754454
419,point pedro,9.8167,80.2333,25.21,77,8,4.66,LK,1709754455
420,howard springs,-12.497,131.047,25.95,96,100,0.97,AU,1709754455
421,walvis bay,-22.9575,14.5053,18.53,82,0,6.07,,1709754456
422,rabo de peixe,37.8,-25.5833,12.73,62,40,8.23,PT,1709754456
423,dunedin,-45.8742,170.5036,14.89,73,75,0.45,NZ,1709754370
424,vershino-darasunskiy,52.35,115.5167,-20.31,98,13,1.82,RU,1709754456
425,al kharijah,25.4514,30.5464,18.94,29,1,4.18,EG,1709754457
426,hilo,19.7297,-155.09,22.93,90,100,2.57,US,1709754457
427,fort st. john,56.2499,-120.8529,-11.06,57,75,2.06,CA,1709754457
428,gore,-46.1028,168.9436,10.18,88,14,1.69,NZ,1709754457
429,gelendost,38.1208,31.0153,5.83,80,57,1.38,TR,1709754457
430,tindouf,27.6711,-8.1474,26.25,10,0,1.03,DZ,1709754458
431,port hedland,-20.3167,118.5667,29.03,79,75,3.09,AU,1709753975
432,grand rapids,42.9634,-85.6681,12.08,59,40,7.2,US,1709754360
433,shimoda,34.6667,138.95,5.06,85,100,7.21,JP,1709754458
434,meadow lakes,61.6247,-149.6011,0.73,61,40,5.14,US,1709754459
435,zhangye,38.9342,100.4517,-2.29,37,0,2.77,CN,1709754459
436,igarka,67.4667,86.5833,-14.46,92,98,6.03,RU,1709754459
437,autazes,-3.5797,-59.1306,33.1,54,96,1.51,BR,1709754460
438,kyshtovka,56.555,76.6271,-9.25,96,100,2.68,RU,1709754460
439,siwa oasis,29.2041,25.5195,17.05,39,0,3.15,EG,1709754460
440,tolanaro,-25.0319,46.9987,24.04,94,75,7.2,MG,1709754461
441,balkashino,52.5167,68.7667,-9.78,96,100,1.82,KZ,1709754461
442,ressano garcia,-25.442,31.9913,23.45,82,10,3.37,MZ,1709754461
443,bamboo flat,11.7,92.7167,24.05,83,100,0.51,IN,1709754461
444,jining,35.405,116.5814,3.08,54,96,1.84,CN,1709754462
445,champerico,14.3,-91.9167,34.3,61,4,6.05,GT,1709754462
446,barra de santo antonio,-9.4047,-35.5072,31.6,74,81,4.67,BR,1709754462
447,klaksvik,62.2266,-6.589,6.51,84,98,10.46,FO,1709754462
448,greymouth,-42.4667,171.2,12.77,82,97,1.28,NZ,1709754462
449,port elizabeth,-33.918,25.5701,20.05,83,75,2.24,ZA,1709754463
450,isla mujeres,21.2311,-86.731,30.09,71,13,7.22,MX,1709754464
451,nizhnyaya tavda,57.6731,66.1725,-19.48,100,83,1.47,RU,1709754464
452,la junta,37.985,-103.5438,15.1,34,0,2.06,US,1709754464
453,quepos,9.4236,-84.1652,30.54,67,77,3.23,CR,1709754465
454,puerto real,36.5282,-6.1901,13.09,82,0,0.0,ES,1709754465
455,iwanai,42.9744,140.5089,-2.31,61,100,3.84,JP,1709754465
456,benghazi,32.1167,20.0667,15.87,66,100,5.08,LY,1709754465
457,novyy urengoy,66.0833,76.6333,-16.59,95,100,5.44,RU,1709754466
458,maxixe,-23.8597,35.3472,27.9,88,40,1.54,MZ,1709754466
459,malax,62.9423,21.5731,-2.79,96,100,1.54,FI,1709754466
460,balezino,57.9796,53.0106,-17.78,100,93,1.53,RU,1709754467
461,sola,-13.8833,167.55,26.97,82,100,6.91,VU,1709754467
462,hami,42.8,93.45,0.01,24,0,3.25,CN,1709754467
463,vernal,40.4555,-109.5287,8.7,47,0,2.57,US,1709754352
464,oodweyne,9.4092,45.064,25.56,37,7,3.43,SO,1709754468
465,korla,41.7597,86.1469,1.37,50,5,0.84,CN,1709754468
466,mizhirah,16.8261,42.7333,28.91,79,0,5.14,SA,1709754468
467,nizhnesortymskiy,62.4397,71.7603,-20.85,96,100,5.22,RU,1709754468
468,broken hill,-31.95,141.4333,24.15,24,98,4.62,AU,1709754469
469,nikolayevsk-on-amure,53.1406,140.73,-19.48,100,96,1.35,RU,1709754469
470,saint-louis,16.3333,-15.0,35.8,14,1,7.28,SN,1709754469
471,poyarkovo,49.6,128.6833,-24.7,100,90,0.87,RU,1709754470
472,khanty-mansiysk,61.0042,69.0019,-22.94,70,0,1.0,RU,1709754470
473,tuensang,26.2833,94.8333,11.46,48,0,1.26,IN,1709754471
474,mar del plata,-38.0023,-57.5575,25.01,47,0,5.14,AR,1709754454
475,knyaze-volkonskoye,48.4642,135.4567,-12.81,100,34,1.55,RU,1709754472
476,ono,34.85,134.9333,5.71,63,96,4.77,JP,1709754472
477,turi,40.9173,17.0212,11.69,64,20,5.14,IT,1709754472
478,akureyri,65.6835,-18.0878,6.96,65,40,2.06,IS,1709754473
479,la rioja,42.25,-2.5,3.88,61,88,2.55,ES,1709754473
480,orkney,-26.9802,26.6727,22.43,20,0,3.04,ZA,1709754474
481,praia da vitoria,38.7333,-27.0667,12.64,76,75,14.26,PT,1709754475
482,kralendijk,12.15,-68.2667,29.99,70,75,7.72,BQ,1709754475
483,iquique,-20.2208,-70.1431,25.02,69,79,2.89,CL,1709754475
484,n'zeto,-7.2312,12.8666,27.43,87,58,3.6,AO,1709754476
485,kalmunai,7.4167,81.8167,24.68,83,100,1.62,LK,1709754476
486,boyette,27.8175,-82.2226,27.86,77,100,3.58,US,1709754477
487,mhangura,-16.8939,30.1683,21.15,75,100,1.65,ZW,1709754478
488,ko pha ngan,9.7578,100.0291,26.15,70,100,2.59,TH,1709754478
489,pariaman,-0.619,100.12,27.03,93,100,1.51,ID,1709754479
490,karimpur,23.9667,88.6167,19.1,24,1,2.87,IN,1709754479
491,ploneour-lanvern,47.9,-4.2833,10.18,93,100,4.12,FR,1709754479
492,beaufort west,-32.3567,22.583,22.44,24,7,1.2,ZA,1709754479
493,bodo,67.28,14.405,2.1,78,0,3.6,NO,1709754480
494,chegdomyn,51.1167,133.0167,-24.19,100,100,0.28,RU,1709754480
495,numata,36.6333,139.05,1.74,52,85,3.07,JP,1709754480
496,macau,22.2006,113.5461,17.89,82,40,8.23,MO,1709754481
497,fukuecho,32.6881,128.8419,11.38,64,99,7.35,JP,1709754481
498,yorosso,12.3536,-4.7761,31.35,9,50,2.54,ML,1709754481
499,laguna,38.421,-121.4238,17.38,64,0,0.89,US,1709754481
500,roodepoort,-26.1625,27.8725,25.22,56,0,1.3,ZA,1709754482
501,ghat,24.9647,10.1728,21.77,20,1,6.49,LY,1709754482
502,luanda,-8.8368,13.2343,28.0,89,20,4.12,AO,1709753951
503,toliara,-23.35,43.6667,25.47,93,100,5.14,MG,1709754482
504,remire-montjoly,4.9167,-52.2667,30.02,70,75,5.66,GF,1709754482
505,pires do rio,-17.2997,-48.2794,28.44,59,91,1.97,BR,1709754483
506,saki,8.6667,3.3833,29.33,48,100,2.99,NG,1709754483
507,vandalia,39.8906,-84.1988,9.88,95,100,7.2,US,1709754483
508,el calafate,-50.3408,-72.2768,11.87,51,95,3.65,AR,1709754484
509,kikwit,-5.041,18.8162,25.91,72,10,1.02,CD,1709754484
510,chany,55.3121,76.7647,-8.15,96,100,2.14,RU,1709754484
511,bugana,7.9992,7.5836,34.24,35,100,2.43,NG,1709754485
512,bacalar,18.6667,-88.3833,33.32,47,40,2.05,MX,1709754485
513,varena,54.2167,24.5667,-0.73,74,0,2.2,LT,1709754485
514,cole harbour,44.6724,-63.4751,10.98,89,75,3.09,CA,1709754485
515,baise city,23.8997,106.6133,15.42,79,38,1.19,CN,1709754486
516,port douglas,-16.4833,145.4667,25.66,87,74,3.95,AU,1709754486
517,basse-terre,16.1667,-61.6667,26.99,61,100,6.69,GP,1709754486
518,labin,45.095,14.1197,7.96,87,100,2.42,HR,1709754487
519,kemijarvi,66.7131,27.4306,-6.93,98,96,1.6,FI,1709754487
520,nova vicosa,-17.8919,-39.3719,28.7,70,9,5.74,BR,1709754487
521,ngala,12.3377,14.1805,33.62,19,100,4.12,NG,1709754488
522,san juan de miraflores,-12.1629,-76.9635,26.29,70,93,4.5,PE,1709754488
523,salalah,17.0151,54.0924,25.91,72,0,1.43,OM,1709754488
524,bom jesus,-9.0744,-44.3586,29.27,64,90,2.72,BR,1709754489
525,fort bragg,35.139,-79.006,16.08,93,100,3.09,US,1709754489
526,neiafu,-18.65,-173.9833,27.38,83,20,1.03,TO,1709754489
527,hirara,24.8,125.2833,20.15,77,100,9.26,JP,1709754490
528,chiquinquira,5.6164,-73.8175,20.57,52,63,0.4,CO,1709754490
529,port-cartier,50.0334,-66.8654,6.12,71,15,3.67,CA,1709754490
530,san jose de jachal,-30.2406,-68.7469,29.49,34,0,4.42,AR,1709754490
531,palikir - national government center,6.9248,158.1611,27.41,74,100,3.09,FM,1709754460
532,corbeni,45.3,24.65,4.1,85,100,1.47,RO,1709754491
533,jijiga,9.35,42.8,22.49,37,22,3.96,ET,1709754491
534,cabo san lucas,22.8909,-109.9124,27.01,41,40,2.06,MX,1709754491
535,edirne,41.6772,26.556,6.56,81,99,3.51,TR,1709754491
536,nesebar,42.7833,27.7333,6.49,70,38,1.11,BG,1709754492
537,immingham,53.6124,-0.2222,8.13,52,40,3.09,GB,1709754492
538,prineville,44.2999,-120.8345,4.62,56,0,1.34,US,1709754493
539,tefe,-3.3542,-64.7114,34.06,55,40,3.6,BR,1709754493
540,bama,11.5221,13.6856,32.52,13,100,4.01,NG,1709754493
541,pierre,44.3683,-100.351,1.51,69,100,10.29,US,1709754494
542,manokwari,-0.8667,134.0833,26.25,83,92,1.42,ID,1709754494
543,taungoo,18.9333,96.4333,20.55,36,96,0.87,MM,1709754495
544,castaic,34.4889,-118.6229,15.73,64,97,0.89,US,1709754495
545,rawson,-43.3002,-65.1023,19.21,29,0,3.08,AR,1709754496
546,mawu,29.5923,107.3139,8.55,89,100,1.1,CN,1709754496
547,chita,52.0333,113.55,-16.06,66,57,2.0,RU,1709754289
548,isna,25.2934,32.554,23.01,29,2,5.6,EG,1709754496
549,kailua-kona,19.6406,-155.9956,24.98,78,100,2.06,US,1709754497
550,valjevo,44.2751,19.8982,8.22,77,100,0.92,RS,1709754497
551,morehead city,34.7229,-76.726,18.34,88,100,6.26,US,1709754278
552,luena,-11.7833,19.9167,24.1,73,63,1.03,AO,1709754497
553,faya-largeau,17.9257,19.1043,28.69,9,1,7.01,TD,1709754498
554,zalingei,12.9096,23.4741,27.88,10,70,6.0,SD,1709754498
555,wamba,8.9333,8.6,31.67,37,100,0.98,NG,1709754499
556,taoudenni,22.6783,-3.9836,25.12,11,0,4.68,ML,1709754499
557,myrhorod,49.9685,33.6089,-0.73,79,13,5.62,UA,1709754499
558,shenjiamen,29.9576,122.298,5.79,82,8,5.91,CN,1709754500
559,ntoum,0.3833,9.7833,23.23,91,97,1.81,GA,1709754500
560,xining,36.6167,101.7667,-6.44,78,19,0.89,CN,1709754500
561,samus',56.7475,84.6992,-4.08,94,100,3.48,RU,1709754500
562,joshua,32.4615,-97.3881,25.66,65,0,2.06,US,1709754500
563,leava,-14.3,-178.1667,28.47,78,52,6.36,WF,1709754501
564,sotik post,-0.7813,35.3416,14.66,94,74,1.1,KE,1709754501
565,waingapu,-9.6567,120.2641,27.06,85,99,2.22,ID,1709754501
566,bandarbeyla,9.4942,50.8122,26.43,80,3,3.71,SO,1709754342
567,pyt-yakh,60.7499,72.8582,-22.97,100,73,2.12,RU,1709754502
568,bathsheba,13.2167,-59.5167,29.34,61,20,7.72,BB,1709754502
569,murakami,38.2333,139.4833,3.94,73,100,2.38,JP,1709754502
570,yurimaguas,-5.9,-76.0833,27.09,89,75,2.06,PE,1709754502
571,paramonga,-10.6667,-77.8333,25.75,70,94,5.04,PE,1709754503
572,hadibu,12.65,54.0333,26.84,80,86,3.21,YE,1709754503
573,betare oya,5.6,14.0833,24.09,78,100,1.71,CM,1709754503
574,puente alto,-33.6167,-70.5833,31.52,26,0,3.6,CL,1709754503
575,tazacorte,28.629,-17.9293,18.54,68,0,5.14,ES,1709754503
576,zeya,53.75,127.2667,-20.29,94,87,1.54,RU,1709754504
577,nyurba,63.2842,118.3319,-31.27,100,100,1.37,RU,1709754504
578,berbera,10.4396,45.0143,27.88,77,14,1.41,SO,1709754505
579,mahanoro,-19.9,48.8,25.78,91,100,1.9,MG,1709754505
580,sault ste. marie,46.5168,-84.3333,10.16,35,0,5.14,CA,1709754405
581,chistyye bory,58.3647,41.6278,-4.09,98,100,1.35,RU,1709754506
582,barakani,-12.1356,44.4317,28.01,79,99,2.4,KM,1709754506
583,kolyvan',55.3053,82.7391,-5.21,94,100,4.15,RU,1709754506
584,playa del ingles,27.7567,-15.5787,18.86,70,59,5.34,ES,1709754506
585,montevideo,-34.8335,-56.1674,25.01,36,0,5.14,UY,1709754507
586,nelson bay,-32.7167,152.15,21.11,93,89,2.24,AU,1709754507
587,bertioga,-23.8544,-46.1386,24.0,94,100,2.06,BR,1709754507
588,maya,11.2743,124.0579,26.05,79,100,5.79,PH,1709754507
589,san lorenzo,-25.3333,-57.5333,33.66,41,40,2.24,PY,1709754145
590,santa elena de uairen,4.6167,-61.1333,28.69,47,99,1.39,VE,1709754508
591,axim,4.8699,-2.2405,27.38,88,100,3.37,GH,1709754508
592,bocas del toro,9.3333,-82.25,28.92,71,31,3.44,PA,1709754508
593,umba,66.6871,34.3429,-4.97,97,100,1.64,RU,1709754509
